Target Distance (in),Hood Angle (deg),Shot Exit Velocity (ips),Flywheel Command Speed (ips)
205,51.9,289.38,334.88
205,46.9,275.47,322.67
205,41.9,266.61,315.86
205,36.9,259.72,310.97
205,31.9,258.59,310.16
206,76.9,NaN,NaN
206,71.9,NaN,NaN
206,66.9,NaN,NaN
206,61.9,NaN,NaN
206,56.9,317.97,360.00
206,51.9,290.44,335.81
206,46.9,276.48,323.56
206,41.9,267.58,316.55
206,36.9,260.63,311.61
206,31.9,259.51,310.82
207,76.9,NaN,NaN
207,71.9,NaN,NaN
207,66.9,NaN,NaN
207,61.9,NaN,NaN
207,56.9,319.26,361.38
207,51.9,291.49,336.74
207,46.9,277.49,324.44
207,41.9,268.55,317.24
207,36.9,261.54,312.26
207,31.9,260.44,311.48
208,76.9,NaN,NaN
208,71.9,NaN,NaN
208,66.9,NaN,NaN
208,61.9,NaN,NaN
208,56.9,320.56,362.76
208,51.9,292.55,337.67
208,46.9,278.50,325.33
208,41.9,269.52,317.93
208,36.9,262.45,312.90
208,31.9,261.36,312.13
209,76.9,NaN,NaN
209,71.9,NaN,NaN
209,66.9,NaN,NaN
209,61.9,NaN,NaN
209,56.9,321.85,364.14
209,51.9,293.61,338.60
209,46.9,279.52,326.22
209,41.9,270.49,318.62
209,36.9,263.35,313.55
209,31.9,262.28,312.79
210,76.9,NaN,NaN
210,71.9,NaN,NaN
210,66.9,NaN,NaN
210,61.9,NaN,NaN
210,56.9,323.14,365.52
210,51.9,294.67,339.53
210,46.9,280.53,327.11
210,41.9,271.46,319.31
210,36.9,264.26,314.19
210,31.9,263.20,313.44
211,76.9,NaN,NaN
211,71.9,NaN,NaN
211,66.9,NaN,NaN
211,61.9,NaN,NaN
211,56.9,324.44,366.90
211,51.9,295.73,340.47
211,46.9,281.54,328.00
211,41.9,272.43,320.00
211,36.9,265.17,314.84
211,31.9,264.13,314.10
212,76.9,NaN,NaN
212,71.9,NaN,NaN
212,66.9,NaN,NaN
212,61.9,NaN,NaN
212,56.9,325.73,368.28
212,51.9,296.79,341.40
212,46.9,282.55,328.89
212,41.9,273.26,320.73
212,36.9,266.08,315.48
212,31.9,265.05,314.75
213,76.9,NaN,NaN
213,71.9,NaN,NaN
213,66.9,NaN,NaN
213,61.9,NaN,NaN
213,56.9,327.02,369.66
213,51.9,297.85,342.33
213,46.9,283.56,329.78
213,41.9,274.09,321.45
213,36.9,266.99,316.13
213,31.9,265.97,315.41
214,76.9,NaN,NaN
214,71.9,NaN,NaN
214,66.9,NaN,NaN
214,61.9,NaN,NaN
214,56.9,328.32,371.03
214,51.9,298.91,343.26
214,46.9,284.58,330.67
214,41.9,274.92,322.18
214,36.9,267.89,316.77
214,31.9,266.90,316.07
215,76.9,NaN,NaN
215,71.9,NaN,NaN
215,66.9,NaN,NaN
215,61.9,NaN,NaN
215,56.9,329.61,372.41
215,51.9,299.97,344.19
215,46.9,285.59,331.56
215,41.9,275.74,322.91
215,36.9,268.80,317.42
215,31.9,267.82,316.72
216,76.9,NaN,NaN
216,71.9,NaN,NaN
216,66.9,NaN,NaN
216,61.9,NaN,NaN
216,56.9,330.90,373.79
216,51.9,301.03,345.12
216,46.9,286.60,332.44
216,41.9,276.57,323.64
216,36.9,269.71,318.06
216,31.9,268.74,317.38
217,76.9,NaN,NaN
217,71.9,NaN,NaN
217,66.9,NaN,NaN
217,61.9,NaN,NaN
217,56.9,332.20,375.17
217,51.9,302.08,346.05
217,46.9,287.61,333.33
217,41.9,277.40,324.36
217,36.9,270.62,318.71
217,31.9,269.66,318.03
218,76.9,NaN,NaN
218,71.9,NaN,NaN
218,66.9,NaN,NaN
218,61.9,NaN,NaN
218,56.9,333.49,376.55
218,51.9,303.14,346.98
218,46.9,288.62,334.22
218,41.9,278.23,325.09
218,36.9,271.53,319.35
218,31.9,270.59,318.69
219,76.9,NaN,NaN
219,71.9,NaN,NaN
219,66.9,NaN,NaN
219,61.9,NaN,NaN
219,56.9,334.79,377.93
219,51.9,304.20,347.91
219,46.9,289.64,335.11
219,41.9,279.06,325.82
219,36.9,272.43,320.00
219,31.9,271.51,319.34
220,76.9,NaN,NaN
220,71.9,NaN,NaN
220,66.9,NaN,NaN
220,61.9,NaN,NaN
220,56.9,336.08,379.31
220,51.9,305.26,348.84
220,46.9,290.65,336.00
220,41.9,279.88,326.55
220,36.9,273.25,320.71
220,31.9,272.43,320.00
221,76.9,NaN,NaN
221,71.9,NaN,NaN
221,66.9,NaN,NaN
221,61.9,NaN,NaN
221,56.9,337.37,380.69
221,51.9,306.32,349.77
221,46.9,291.66,336.89
221,41.9,280.71,327.27
221,36.9,274.06,321.43
221,31.9,273.28,320.74
222,76.9,NaN,NaN
222,71.9,NaN,NaN
222,66.9,NaN,NaN
222,61.9,NaN,NaN
222,56.9,338.67,382.07
222,51.9,307.38,350.70
222,46.9,292.67,337.78
222,41.9,281.54,328.00
222,36.9,274.87,322.14
222,31.9,274.12,321.48
223,76.9,NaN,NaN
223,71.9,NaN,NaN
223,66.9,NaN,NaN
223,61.9,NaN,NaN
223,56.9,339.96,383.45
223,51.9,308.44,351.63
223,46.9,293.68,338.67
223,41.9,282.37,328.73
223,36.9,275.69,322.86
223,31.9,274.96,322.22
224,76.9,NaN,NaN
224,71.9,NaN,NaN
224,66.9,NaN,NaN
224,61.9,NaN,NaN
224,56.9,341.25,384.83
224,51.9,309.50,352.56
224,46.9,294.69,339.56
224,41.9,283.20,329.45
224,36.9,276.50,323.57
224,31.9,275.81,322.96
225,76.9,NaN,NaN
225,71.9,NaN,NaN
225,66.9,NaN,NaN
225,61.9,NaN,NaN
225,56.9,342.55,386.21
225,51.9,310.56,353.49
225,46.9,295.71,340.44
225,41.9,284.02,330.18
225,36.9,277.31,324.29
225,31.9,276.65,323.70
226,76.9,NaN,NaN
226,71.9,NaN,NaN
226,66.9,NaN,NaN
226,61.9,NaN,NaN
226,56.9,343.84,387.59
226,51.9,311.61,354.42
226,46.9,296.72,341.33
226,41.9,284.85,330.91
226,36.9,278.13,325.00
226,31.9,277.49,324.44
227,76.9,NaN,NaN
227,71.9,NaN,NaN
227,66.9,NaN,NaN
227,61.9,NaN,NaN
227,56.9,345.13,388.97
227,51.9,312.67,355.35
227,46.9,297.73,342.22
227,41.9,285.68,331.64
227,36.9,278.94,325.71
227,31.9,278.34,325.19
228,76.9,NaN,NaN
228,71.9,NaN,NaN
228,66.9,NaN,NaN
228,61.9,NaN,NaN
228,56.9,346.43,390.34
228,51.9,313.73,356.28
228,46.9,298.74,343.11
228,41.9,286.51,332.36
228,36.9,279.75,326.43
228,31.9,279.18,325.93
229,76.9,NaN,NaN
229,71.9,NaN,NaN
229,66.9,NaN,NaN
229,61.9,NaN,NaN
229,56.9,347.72,391.72
229,51.9,314.79,357.21
229,46.9,299.75,344.00
229,41.9,287.34,333.09
229,36.9,280.56,327.14
229,31.9,280.02,326.67
230,76.9,NaN,NaN
230,71.9,NaN,NaN
230,66.9,NaN,NaN
230,61.9,NaN,NaN
230,56.9,349.02,393.10
230,51.9,315.85,358.14
230,46.9,300.77,344.89
230,41.9,288.16,333.82
230,36.9,281.38,327.86
230,31.9,280.87,327.41
231,76.9,NaN,NaN
231,71.9,NaN,NaN
231,66.9,NaN,NaN
231,61.9,NaN,NaN
231,56.9,350.31,394.48
231,51.9,316.91,359.07
231,46.9,301.78,345.78
231,41.9,288.99,334.55
231,36.9,282.19,328.57
231,31.9,281.71,328.15
232,76.9,NaN,NaN
232,71.9,NaN,NaN
232,66.9,NaN,NaN
232,61.9,NaN,NaN
232,56.9,351.60,395.86
232,51.9,317.97,360.00
232,46.9,302.79,346.67
232,41.9,289.82,335.27
232,36.9,283.00,329.29
232,31.9,282.55,328.89
233,76.9,NaN,NaN
233,71.9,NaN,NaN
233,66.9,NaN,NaN
233,61.9,NaN,NaN
233,56.9,352.90,397.24
233,51.9,319.41,361.54
233,46.9,303.80,347.56
233,41.9,290.65,336.00
233,36.9,283.82,330.00
233,31.9,283.40,329.63
234,76.9,NaN,NaN
234,71.9,NaN,NaN
234,66.9,NaN,NaN
234,61.9,NaN,NaN
234,56.9,354.19,398.62
234,51.9,320.85,363.08
234,46.9,304.81,348.44
234,41.9,291.48,336.73
234,36.9,284.63,330.71
234,31.9,284.24,330.37
235,76.9,NaN,NaN
235,71.9,NaN,NaN
235,66.9,NaN,NaN
235,61.9,NaN,NaN
235,56.9,355.48,400.00
235,51.9,322.30,364.62
235,46.9,305.83,349.33
235,41.9,292.30,337.45
235,36.9,285.44,331.43
235,31.9,285.08,331.11
236,76.9,NaN,NaN
236,71.9,NaN,NaN
236,66.9,NaN,NaN
236,61.9,NaN,NaN
236,56.9,NaN,NaN
236,51.9,323.74,366.15
236,46.9,306.84,350.22
236,41.9,293.13,338.18
236,36.9,286.26,332.14
236,31.9,285.93,331.85
237,76.9,NaN,NaN
237,71.9,NaN,NaN
237,66.9,NaN,NaN
237,61.9,NaN,NaN
237,56.9,NaN,NaN
237,51.9,325.18,367.69
237,46.9,307.85,351.11
237,41.9,293.96,338.91
237,36.9,287.07,332.86
237,31.9,286.77,332.59
238,76.9,NaN,NaN
238,71.9,NaN,NaN
238,66.9,NaN,NaN
238,61.9,NaN,NaN
238,56.9,NaN,NaN
238,51.9,326.63,369.23
238,46.9,308.86,352.00
238,41.9,294.79,339.64
238,36.9,287.88,333.57
238,31.9,287.61,333.33
239,76.9,NaN,NaN
239,71.9,NaN,NaN
239,66.9,NaN,NaN
239,61.9,NaN,NaN
239,56.9,NaN,NaN
239,51.9,328.07,370.77
239,46.9,309.87,352.89
239,41.9,295.61,340.36
239,36.9,288.70,334.29
239,31.9,288.45,334.07
240,76.9,NaN,NaN
240,71.9,NaN,NaN
240,66.9,NaN,NaN
240,61.9,NaN,NaN
240,56.9,NaN,NaN
240,51.9,329.51,372.31
240,46.9,310.89,353.78
240,41.9,296.44,341.09
240,36.9,289.51,335.00
240,31.9,289.30,334.81
241,76.9,NaN,NaN
241,71.9,NaN,NaN
241,66.9,NaN,NaN
241,61.9,NaN,NaN
241,56.9,NaN,NaN
241,51.9,330.95,373.85
241,46.9,311.90,354.67
241,41.9,297.27,341.82
241,36.9,290.32,335.71
241,31.9,290.14,335.56
242,76.9,NaN,NaN
242,71.9,NaN,NaN
242,66.9,NaN,NaN
242,61.9,NaN,NaN
242,56.9,NaN,NaN
242,51.9,332.40,375.38
242,46.9,312.91,355.56
242,41.9,298.10,342.55
242,36.9,291.14,336.43
242,31.9,290.98,336.30
243,76.9,NaN,NaN
243,71.9,NaN,NaN
243,66.9,NaN,NaN
243,61.9,NaN,NaN
243,56.9,NaN,NaN
243,51.9,333.84,376.92
243,46.9,313.92,356.44
243,41.9,298.93,343.27
243,36.9,291.95,337.14
243,31.9,291.83,337.04
244,76.9,NaN,NaN
244,71.9,NaN,NaN
244,66.9,NaN,NaN
244,61.9,NaN,NaN
244,56.9,NaN,NaN
244,51.9,335.28,378.46
244,46.9,314.93,357.33
244,41.9,299.75,344.00
244,36.9,292.76,337.86
244,31.9,292.67,337.78
245,76.9,NaN,NaN
245,71.9,NaN,NaN
245,66.9,NaN,NaN
245,61.9,NaN,NaN
245,56.9,NaN,NaN
245,51.9,336.73,380.00
245,46.9,315.94,358.22
245,41.9,300.58,344.73
245,36.9,293.57,338.57
245,31.9,293.51,338.52
246,76.9,NaN,NaN
246,71.9,NaN,NaN
246,66.9,NaN,NaN
246,61.9,NaN,NaN
246,56.9,NaN,NaN
246,51.9,338.17,381.54
246,46.9,316.96,359.11
246,41.9,301.41,345.45
246,36.9,294.39,339.29
246,31.9,294.36,339.26
247,76.9,NaN,NaN
247,71.9,NaN,NaN
247,66.9,NaN,NaN
247,61.9,NaN,NaN
247,56.9,NaN,NaN
247,51.9,339.61,383.08
247,46.9,317.97,360.00
247,41.9,302.24,346.18
247,36.9,295.20,340.00
247,31.9,295.20,340.00
248,76.9,NaN,NaN
248,71.9,NaN,NaN
248,66.9,NaN,NaN
248,61.9,NaN,NaN
248,56.9,NaN,NaN
248,51.9,341.05,384.62
248,46.9,318.98,361.08
248,41.9,303.07,346.91
248,36.9,296.01,340.71
248,31.9,296.04,340.74
249,76.9,NaN,NaN
249,71.9,NaN,NaN
249,66.9,NaN,NaN
249,61.9,NaN,NaN
249,56.9,NaN,NaN
249,51.9,342.50,386.15
249,46.9,320.00,362.16
249,41.9,303.89,347.64
249,36.9,296.83,341.43
249,31.9,296.89,341.48
250,76.9,NaN,NaN
250,71.9,NaN,NaN
250,66.9,NaN,NaN
250,61.9,NaN,NaN
250,56.9,NaN,NaN
250,51.9,343.94,387.69
250,46.9,321.01,363.24
250,41.9,304.72,348.36
250,36.9,297.64,342.14
250,31.9,297.73,342.22
251,76.9,NaN,NaN
251,71.9,NaN,NaN
251,66.9,NaN,NaN
251,61.9,NaN,NaN
251,56.9,NaN,NaN
251,51.9,345.38,389.23
251,46.9,322.02,364.32
251,41.9,305.55,349.09
251,36.9,298.45,342.86
251,31.9,298.57,342.96
252,76.9,NaN,NaN
252,71.9,NaN,NaN
252,66.9,NaN,NaN
252,61.9,NaN,NaN
252,56.9,NaN,NaN
252,51.9,346.83,390.77
252,46.9,323.04,365.41
252,41.9,306.38,349.82
252,36.9,299.27,343.57
252,31.9,299.42,343.70
253,76.9,NaN,NaN
253,71.9,NaN,NaN
253,66.9,NaN,NaN
253,61.9,NaN,NaN
253,56.9,NaN,NaN
253,51.9,348.27,392.31
253,46.9,324.05,366.49
253,41.9,307.21,350.55
253,36.9,300.08,344.29
253,31.9,300.26,344.44
254,76.9,NaN,NaN
254,71.9,NaN,NaN
254,66.9,NaN,NaN
254,61.9,NaN,NaN
254,56.9,NaN,NaN
254,51.9,349.71,393.85
254,46.9,325.07,367.57
254,41.9,308.03,351.27
254,36.9,300.89,345.00
254,31.9,301.10,345.19
255,76.9,NaN,NaN
255,71.9,NaN,NaN
255,66.9,NaN,NaN
255,61.9,NaN,NaN
255,56.9,NaN,NaN
255,51.9,351.15,395.38
255,46.9,326.08,368.65
255,41.9,308.86,352.00
255,36.9,301.71,345.71
255,31.9,301.95,345.93
256,76.9,NaN,NaN
256,71.9,NaN,NaN
256,66.9,NaN,NaN
256,61.9,NaN,NaN
256,56.9,NaN,NaN
256,51.9,352.60,396.92
256,46.9,327.09,369.73
256,41.9,309.69,352.73
256,36.9,302.52,346.43
256,31.9,302.79,346.67
257,76.9,NaN,NaN
257,71.9,NaN,NaN
257,66.9,NaN,NaN
257,61.9,NaN,NaN
257,56.9,NaN,NaN
257,51.9,354.04,398.46
257,46.9,328.11,370.81
257,41.9,310.52,353.45
257,36.9,303.33,347.14
257,31.9,303.63,347.41
258,76.9,NaN,NaN
258,71.9,NaN,NaN
258,66.9,NaN,NaN
258,61.9,NaN,NaN
258,56.9,NaN,NaN
258,51.9,355.48,400.00
258,46.9,329.12,371.89
258,41.9,311.35,354.18
258,36.9,304.15,347.86
258,31.9,304.48,348.15
259,76.9,NaN,NaN
259,71.9,NaN,NaN
259,66.9,NaN,NaN
259,61.9,NaN,NaN
259,56.9,NaN,NaN
259,51.9,355.95,401.25
259,46.9,330.14,372.97
259,41.9,312.17,354.91
259,36.9,304.96,348.57
259,31.9,305.32,348.89
260,76.9,NaN,NaN
260,71.9,NaN,NaN
260,66.9,NaN,NaN
260,61.9,NaN,NaN
260,56.9,NaN,NaN
260,51.9,356.41,402.50
260,46.9,331.15,374.05
260,41.9,313.00,355.64
260,36.9,305.77,349.29
260,31.9,306.16,349.63
261,76.9,NaN,NaN
261,71.9,NaN,NaN
261,66.9,NaN,NaN
261,61.9,NaN,NaN
261,56.9,NaN,NaN
261,51.9,356.87,403.75
261,46.9,332.16,375.14
261,41.9,313.83,356.36
261,36.9,306.58,350.00
261,31.9,307.01,350.37
262,76.9,NaN,NaN
262,71.9,NaN,NaN
262,66.9,NaN,NaN
262,61.9,NaN,NaN
262,56.9,NaN,NaN
262,51.9,357.34,405.00
262,46.9,333.18,376.22
262,41.9,314.66,357.09
262,36.9,307.40,350.71
262,31.9,307.85,351.11
263,76.9,NaN,NaN
263,71.9,NaN,NaN
263,66.9,NaN,NaN
263,61.9,NaN,NaN
263,56.9,NaN,NaN
263,51.9,357.80,406.25
263,46.9,334.19,377.30
263,41.9,315.48,357.82
263,36.9,308.21,351.43
263,31.9,308.69,351.85
264,76.9,NaN,NaN
264,71.9,NaN,NaN
264,66.9,NaN,NaN
264,61.9,NaN,NaN
264,56.9,NaN,NaN
264,51.9,358.26,407.50
264,46.9,335.21,378.38
264,41.9,316.31,358.55
264,36.9,309.02,352.14
264,31.9,309.54,352.59
265,76.9,NaN,NaN
265,71.9,NaN,NaN
265,66.9,NaN,NaN
265,61.9,NaN,NaN
265,56.9,NaN,NaN
265,51.9,358.73,408.75
265,46.9,336.22,379.46
265,41.9,317.14,359.27
265,36.9,309.84,352.86
265,31.9,310.38,353.33
266,76.9,NaN,NaN
266,71.9,NaN,NaN
266,66.9,NaN,NaN
266,61.9,NaN,NaN
266,56.9,NaN,NaN
266,51.9,359.19,410.00
266,46.9,337.23,380.54
266,41.9,317.97,360.00
266,36.9,310.65,353.57
266,31.9,311.22,354.07
267,76.9,NaN,NaN
267,71.9,NaN,NaN
267,66.9,NaN,NaN
267,61.9,NaN,NaN
267,56.9,NaN,NaN
267,51.9,359.65,411.25
267,46.9,338.25,381.62
267,41.9,318.84,360.93
267,36.9,311.46,354.29
267,31.9,312.07,354.81
268,76.9,NaN,NaN
268,71.9,NaN,NaN
268,66.9,NaN,NaN
268,61.9,NaN,NaN
268,56.9,NaN,NaN
268,51.9,360.12,412.50
268,46.9,339.26,382.70
268,41.9,319.71,361.86
268,36.9,312.28,355.00
268,31.9,312.91,355.56
269,76.9,NaN,NaN
269,71.9,NaN,NaN
269,66.9,NaN,NaN
269,61.9,NaN,NaN
269,56.9,NaN,NaN
269,51.9,360.58,413.75
269,46.9,340.27,383.78
269,41.9,320.59,362.79
269,36.9,313.09,355.71
269,31.9,313.75,356.30
270,76.9,NaN,NaN
270,71.9,NaN,NaN
270,66.9,NaN,NaN
270,61.9,NaN,NaN
270,56.9,NaN,NaN
270,51.9,361.04,415.00
270,46.9,341.29,384.86
270,41.9,321.46,363.72
270,36.9,313.90,356.43
270,31.9,314.60,357.04
271,76.9,NaN,NaN
271,71.9,NaN,NaN
271,66.9,NaN,NaN
271,61.9,NaN,NaN
271,56.9,NaN,NaN
271,51.9,361.50,416.25
271,46.9,342.30,385.95
271,41.9,322.33,364.65
271,36.9,314.72,357.14
271,31.9,315.44,357.78
272,76.9,NaN,NaN
272,71.9,NaN,NaN
272,66.9,NaN,NaN
272,61.9,NaN,NaN
272,56.9,NaN,NaN
272,51.9,361.97,417.50
272,46.9,343.32,387.03
272,41.9,323.20,365.58
272,36.9,315.53,357.86
272,31.9,316.28,358.52
273,76.9,NaN,NaN
273,71.9,NaN,NaN
273,66.9,NaN,NaN
273,61.9,NaN,NaN
273,56.9,NaN,NaN
273,51.9,362.43,418.75
273,46.9,344.33,388.11
273,41.9,324.08,366.51
273,36.9,316.34,358.57
273,31.9,317.13,359.26
274,76.9,NaN,NaN
274,71.9,NaN,NaN
274,66.9,NaN,NaN
274,61.9,NaN,NaN
274,56.9,NaN,NaN
274,51.9,362.89,420.00
274,46.9,345.34,389.19
274,41.9,324.95,367.44
274,36.9,317.16,359.29
274,31.9,317.97,360.00
275,76.9,NaN,NaN
275,71.9,NaN,NaN
275,66.9,NaN,NaN
275,61.9,NaN,NaN
275,56.9,NaN,NaN
275,51.9,363.36,421.25
275,46.9,346.36,390.27
275,41.9,325.82,368.37
275,36.9,317.97,360.00
275,31.9,318.73,360.82
276,76.9,NaN,NaN
276,71.9,NaN,NaN
276,66.9,NaN,NaN
276,61.9,NaN,NaN
276,56.9,NaN,NaN
276,51.9,363.82,422.50
276,46.9,347.37,391.35
276,41.9,326.69,369.30
276,36.9,318.91,361.00
276,31.9,319.50,361.63
277,76.9,NaN,NaN
277,71.9,NaN,NaN
277,66.9,NaN,NaN
277,61.9,NaN,NaN
277,56.9,NaN,NaN
277,51.9,364.28,423.75
277,46.9,348.39,392.43
277,41.9,327.57,370.23
277,36.9,319.84,362.00
277,31.9,320.27,362.45
278,76.9,NaN,NaN
278,71.9,NaN,NaN
278,66.9,NaN,NaN
278,61.9,NaN,NaN
278,56.9,NaN,NaN
278,51.9,364.75,425.00
278,46.9,349.40,393.51
278,41.9,328.44,371.16
278,36.9,320.78,363.00
278,31.9,321.03,363.27
279,76.9,NaN,NaN
279,71.9,NaN,NaN
279,66.9,NaN,NaN
279,61.9,NaN,NaN
279,56.9,NaN,NaN
279,51.9,365.21,426.25
279,46.9,350.41,394.59
279,41.9,329.31,372.09
279,36.9,321.72,364.00
279,31.9,321.80,364.08
280,76.9,NaN,NaN
280,71.9,NaN,NaN
280,66.9,NaN,NaN
280,61.9,NaN,NaN
280,56.9,NaN,NaN
280,51.9,365.67,427.50
280,46.9,351.43,395.68
280,41.9,330.18,373.02
280,36.9,322.66,365.00
280,31.9,322.56,364.90
281,76.9,NaN,NaN
281,71.9,NaN,NaN
281,66.9,NaN,NaN
281,61.9,NaN,NaN
281,56.9,NaN,NaN
281,51.9,366.14,428.75
281,46.9,352.44,396.76
281,41.9,331.06,373.95
281,36.9,323.60,366.00
281,31.9,323.33,365.71
282,76.9,NaN,NaN
282,71.9,NaN,NaN
282,66.9,NaN,NaN
282,61.9,NaN,NaN
282,56.9,NaN,NaN
282,51.9,366.60,430.00
282,46.9,353.46,397.84
282,41.9,331.93,374.88
282,36.9,324.53,367.00
282,31.9,324.09,366.53
283,76.9,NaN,NaN
283,71.9,NaN,NaN
283,66.9,NaN,NaN
283,61.9,NaN,NaN
283,56.9,NaN,NaN
283,51.9,367.06,431.25
283,46.9,354.47,398.92
283,41.9,332.80,375.81
283,36.9,325.47,368.00
283,31.9,324.86,367.35
284,76.9,NaN,NaN
284,71.9,NaN,NaN
284,66.9,NaN,NaN
284,61.9,NaN,NaN
284,56.9,NaN,NaN
284,51.9,367.53,432.50
284,46.9,355.48,400.00
284,41.9,333.67,376.74
284,36.9,326.41,369.00
284,31.9,325.62,368.16
285,76.9,NaN,NaN
285,71.9,NaN,NaN
285,66.9,NaN,NaN
285,61.9,NaN,NaN
285,56.9,NaN,NaN
285,51.9,367.99,433.75
285,46.9,355.98,401.33
285,41.9,334.54,377.67
285,36.9,327.35,370.00
285,31.9,326.39,368.98
286,76.9,NaN,NaN
286,71.9,NaN,NaN
286,66.9,NaN,NaN
286,61.9,NaN,NaN
286,56.9,NaN,NaN
286,51.9,368.45,435.00
286,46.9,356.47,402.67
286,41.9,335.42,378.60
286,36.9,328.29,371.00
286,31.9,327.16,369.80
287,76.9,NaN,NaN
287,71.9,NaN,NaN
287,66.9,NaN,NaN
287,61.9,NaN,NaN
287,56.9,NaN,NaN
287,51.9,368.92,436.25
287,46.9,356.97,404.00
287,41.9,336.29,379.53
287,36.9,329.22,372.00
287,31.9,327.92,370.61
288,76.9,NaN,NaN
288,71.9,NaN,NaN
288,66.9,NaN,NaN
288,61.9,NaN,NaN
288,56.9,NaN,NaN
288,51.9,369.38,437.50
288,46.9,357.46,405.33
288,41.9,337.16,380.47
288,36.9,330.16,373.00
288,31.9,328.69,371.43
289,76.9,NaN,NaN
289,71.9,NaN,NaN
289,66.9,NaN,NaN
289,61.9,NaN,NaN
289,56.9,NaN,NaN
289,51.9,369.84,438.75
289,46.9,357.95,406.67
289,41.9,338.03,381.40
289,36.9,331.10,374.00
289,31.9,329.45,372.24
290,76.9,NaN,NaN
290,71.9,NaN,NaN
290,66.9,NaN,NaN
290,61.9,NaN,NaN
290,56.9,NaN,NaN
290,51.9,370.30,440.00
290,46.9,358.45,408.00
290,41.9,338.91,382.33
290,36.9,332.04,375.00
290,31.9,330.22,373.06
291,76.9,NaN,NaN
291,71.9,NaN,NaN
291,66.9,NaN,NaN
291,61.9,NaN,NaN
291,56.9,NaN,NaN
291,51.9,NaN,NaN
291,46.9,358.94,409.33
291,41.9,339.78,383.26
291,36.9,332.97,376.00
291,31.9,330.98,373.88
292,76.9,NaN,NaN
292,71.9,NaN,NaN
292,66.9,NaN,NaN
292,61.9,NaN,NaN
292,56.9,NaN,NaN
292,51.9,NaN,NaN
292,46.9,359.44,410.67
292,41.9,340.65,384.19
292,36.9,333.91,377.00
292,31.9,331.75,374.69
293,76.9,NaN,NaN
293,71.9,NaN,NaN
293,66.9,NaN,NaN
293,61.9,NaN,NaN
293,56.9,NaN,NaN
293,51.9,NaN,NaN
293,46.9,359.93,412.00
293,41.9,341.52,385.12
293,36.9,334.85,378.00
293,31.9,332.52,375.51
294,76.9,NaN,NaN
294,71.9,NaN,NaN
294,66.9,NaN,NaN
294,61.9,NaN,NaN
294,56.9,NaN,NaN
294,51.9,NaN,NaN
294,46.9,360.42,413.33
294,41.9,342.40,386.05
294,36.9,335.79,379.00
294,31.9,333.28,376.33
295,76.9,NaN,NaN
295,71.9,NaN,NaN
295,66.9,NaN,NaN
295,61.9,NaN,NaN
295,56.9,NaN,NaN
295,51.9,NaN,NaN
295,46.9,360.92,414.67
295,41.9,343.27,386.98
295,36.9,336.73,380.00
295,31.9,334.05,377.14
296,76.9,NaN,NaN
296,71.9,NaN,NaN
296,66.9,NaN,NaN
296,61.9,NaN,NaN
296,56.9,NaN,NaN
296,51.9,NaN,NaN
296,46.9,361.41,416.00
296,41.9,344.14,387.91
296,36.9,337.66,381.00
296,31.9,334.81,377.96
297,76.9,NaN,NaN
297,71.9,NaN,NaN
297,66.9,NaN,NaN
297,61.9,NaN,NaN
297,56.9,NaN,NaN
297,51.9,NaN,NaN
297,46.9,361.91,417.33
297,41.9,345.01,388.84
297,36.9,338.60,382.00
297,31.9,335.58,378.78
298,76.9,NaN,NaN
298,71.9,NaN,NaN
298,66.9,NaN,NaN
298,61.9,NaN,NaN
298,56.9,NaN,NaN
298,51.9,NaN,NaN
298,46.9,362.40,418.67
298,41.9,345.89,389.77
298,36.9,339.54,383.00
298,31.9,336.34,379.59
299,76.9,NaN,NaN
299,71.9,NaN,NaN
299,66.9,NaN,NaN
299,61.9,NaN,NaN
299,56.9,NaN,NaN
299,51.9,NaN,NaN
299,46.9,362.89,420.00
299,41.9,346.76,390.70
299,36.9,340.48,384.00
299,31.9,337.11,380.41
300,76.9,NaN,NaN
300,71.9,NaN,NaN
300,66.9,NaN,NaN
300,61.9,NaN,NaN
300,56.9,NaN,NaN
300,51.9,NaN,NaN
300,46.9,363.39,421.33
300,41.9,347.63,391.63
300,36.9,341.42,385.00
300,31.9,337.87,381.22
301,76.9,NaN,NaN
301,71.9,NaN,NaN
301,66.9,NaN,NaN
301,61.9,NaN,NaN
301,56.9,NaN,NaN
301,51.9,NaN,NaN
301,46.9,363.88,422.67
301,41.9,348.50,392.56
301,36.9,342.35,386.00
301,31.9,338.64,382.04
302,76.9,NaN,NaN
302,71.9,NaN,NaN
302,66.9,NaN,NaN
302,61.9,NaN,NaN
302,56.9,NaN,NaN
302,51.9,NaN,NaN
302,46.9,364.38,424.00
302,41.9,349.38,393.49
302,36.9,343.29,387.00
302,31.9,339.41,382.86
303,76.9,NaN,NaN
303,71.9,NaN,NaN
303,66.9,NaN,NaN
303,61.9,NaN,NaN
303,56.9,NaN,NaN
303,51.9,NaN,NaN
303,46.9,364.87,425.33
303,41.9,350.25,394.42
303,36.9,344.23,388.00
303,31.9,340.17,383.67
304,76.9,NaN,NaN
304,71.9,NaN,NaN
304,66.9,NaN,NaN
304,61.9,NaN,NaN
304,56.9,NaN,NaN
304,51.9,NaN,NaN
304,46.9,365.36,426.67
304,41.9,351.12,395.35
304,36.9,345.17,389.00
304,31.9,340.94,384.49
305,76.9,NaN,NaN
